StockCode,NewDescription,TotalSales,TotalVolume,UnitPrice,CustomerInteraction,CountryChannels,FirstPurchasedDate,LastPurchasedDate
84226,HEN HOUSE W FAMILY IN BARN & NEST,36.21,51,0.829,9,2,2011-01-19 12:38:00,2011-06-08 10:45:00
84227,HEN HOUSE W CHICK IN NEST,0.42,1,0.42,1,1,2011-03-14 15:40:00,2011-03-14 15:40:00
84228,HEN HOUSE W CHICK STANDING,124.08999999999999,297,0.5403703703703704,16,5,2010-12-06 09:58:00,2011-11-29 08:07:00
84231,EASTER BUNNY WITH BASKET ON BACK,72.63,108,0.7271428571428571,13,1,2011-01-16 16:23:00,2011-11-04 12:05:00
84247E,PACK OF 12 CHRISTMAS FUN CARDS,392.94000000000005,143,2.719411764705882,23,1,2010-12-07 15:39:00,2011-12-01 16:22:00
84247G,"DECOUPAGE,GREETING CARD,",158.63,357,0.5371874999999999,17,3,2010-12-02 18:25:00,2011-07-14 13:41:00
84247K,"FOLK ART GREETING CARD,pack/12",67.85000000000001,23,2.95,7,1,2010-12-03 12:24:00,2011-10-16 16:13:00
84247L,FAWN AND MUSHROOM GREETING CARD,62.06,128,0.6605263157894736,8,3,2010-12-09 10:04:00,2011-04-19 11:33:00
84247N,PACK/12 BLUE FOLKART CARDS,64.9,22,2.95,16,1,2010-12-03 12:24:00,2011-11-27 16:19:00
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",80.46,174,0.6629629629629629,12,2,2010-12-19 14:58:00,2011-12-09 10:03:00
84251B,"GREETING CARD, STICKY GORDON",70.78,245,0.43150943396226416,12,3,2010-12-07 18:36:00,2011-09-25 16:05:00
84251C,"GREETING CARD, TWO SISTERS.",53.88,127,0.5189999999999999,2,2,2010-12-23 13:26:00,2011-08-04 16:32:00
84251G,"GREETING CARD, OVERCROWDED POOL.",74.7,270,0.4033962264150943,15,4,2010-12-08 14:25:00,2011-12-08 12:29:00
84270,ASSTD DESIGN BUBBLE GUM RING,3.5700000000000003,17,0.21,0,1,2010-12-03 11:36:00,2010-12-06 16:57:00
84279B,CHERRY BLOSSOM DECORATIVE FLASK,785.95,195,4.501666666666667,48,9,2011-02-01 09:36:00,2011-06-17 11:07:00
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1576.96,380,4.8312307692307686,79,11,2010-12-01 14:32:00,2011-12-01 16:22:00
84306,S/3 PINK SQUARE PLANTERS ROSES,88.22,10,8.88111111111111,2,1,2011-02-20 13:21:00,2011-03-22 15:52:00
84313B,BLUE TV TRAY TABLE ,518.61,127,6.107435897435898,6,1,2010-12-06 16:57:00,2011-04-01 09:25:00
84313C,ORANGE TV TRAY TABLE ,1165.9099999999999,504,3.9976744186046513,17,1,2010-12-13 15:16:00,2011-06-02 09:38:00
84341B,SMALL PINK MAGIC CHRISTMAS TREE,282.38,645,0.6804878048780487,30,3,2010-12-02 12:16:00,2011-11-15 14:48:00
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,26463.829999999998,9476,3.4023991507430997,192,12,2010-12-01 11:41:00,2011-12-09 12:19:00
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,577.35,34,17.517391304347825,14,2,2010-12-01 14:41:00,2011-09-21 16:15:00
84356,POMPOM CURTAIN,2124.15,424,6.083414634146342,32,5,2010-12-09 16:53:00,2011-12-09 10:46:00
84358,FLOOR LAMP SHADE WOOD BASE,312.7,33,10.543076923076923,6,1,2010-12-05 12:15:00,2011-08-09 12:07:00
84360,TABLE LAMP WHITE SHADE WOOD BASE,434.12,78,6.554,9,1,2010-12-01 15:37:00,2011-12-05 13:43:00
84375,SET OF 20 KIDS COOKIE CUTTERS,9404.150000000001,4321,2.511452830188679,290,16,2010-12-01 11:41:00,2011-12-09 10:26:00
84378,SET OF 3 HEART COOKIE CUTTERS,8540.9,6350,1.6270114942528737,376,15,2010-12-01 11:29:00,2011-12-09 10:03:00
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,8161.46,5805,1.7151072961373388,325,15,2010-12-01 11:29:00,2011-12-09 11:34:00
84387A,BIRD ON BRANCH CANVAS SCREEN,21.45,11,1.95,1,1,2011-07-21 11:55:00,2011-07-21 11:55:00
84388,WISE MAN STAR SHAPE EGG PAN,13.14,24,1.02,6,1,2010-12-07 14:30:00,2011-04-19 15:02:00
84402B,PURPLE DRESS JEWELLERY STAND,48.19,61,0.79,3,2,2011-07-19 09:50:00,2011-07-21 16:10:00
84406B,CREAM CUPID HEARTS COAT HANGER,7657.320000000001,2016,4.311045296167247,133,5,2010-12-01 08:26:00,2011-12-05 14:30:00
84415A,PINK FLOCK SUEDE CUSHION COVER ,15.0,12,1.25,2,2,2011-06-08 08:31:00,2011-06-24 12:14:00
84415B,BLUE FLOCK CUSHION COVER ,20.0,8,2.9166666666666665,2,2,2010-12-08 13:23:00,2011-06-08 08:31:00
84422,PINK/BLUE DISC/MIRROR STRING,244.17,566,0.9513333333333333,8,1,2010-12-06 16:57:00,2011-09-16 13:13:00
84429A,MEDIUM PINK BUDDHA HEAD ,185.45000000000002,55,3.87,13,3,2010-12-06 16:57:00,2011-12-08 19:24:00
84452,METAL RABBIT LADDER EASTER ,62.9,74,0.85,14,2,2011-02-04 14:14:00,2011-10-20 09:28:00
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,113.41,127,0.9892857142857142,21,2,2010-12-19 14:58:00,2011-11-09 15:09:00
84459A,PINK METAL CHICKEN HEART ,1059.67,717,2.208315789473684,50,5,2010-12-06 10:08:00,2011-10-30 16:17:00
84459B,YELLOW METAL CHICKEN HEART ,1079.67,721,2.0770652173913042,54,3,2010-12-01 17:06:00,2011-04-07 19:05:00
84461,12 PINK HEN+CHICKS IN BASKET,104.55,41,2.55,13,3,2011-01-16 16:23:00,2011-04-20 13:59:00
84462,3 PINK HEN+CHICKS IN BASKET,15.0,12,1.25,6,1,2011-01-16 16:23:00,2011-04-14 15:26:00
84465,15 PINK FLUFFY CHICKS IN BOX,29.5,10,2.95,7,1,2011-01-30 10:19:00,2011-11-04 12:05:00
84466,TOP SECRET PEN SET,57.5,46,1.25,8,1,2011-02-23 13:21:00,2011-07-14 13:00:00
84497,BUTTONS AND STRIPES NOTEBOOK ,48.75,13,3.75,7,1,2010-12-07 15:54:00,2011-11-15 14:48:00
84499,BLACK FLOWER CANDLE PLATE,5.949999999999999,7,0.85,2,1,2010-12-21 16:08:00,2011-01-04 11:34:00
84507B,STRIPES DESIGN MONKEY DOLL,118.72999999999999,39,3.4263636363636363,10,1,2010-12-15 13:24:00,2011-09-07 12:41:00
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,175.73,66,2.806206896551724,11,1,2010-12-03 14:35:00,2011-10-23 11:10:00
84508A,CAMOUFLAGE DESIGN TEDDY,3448.05,1631,2.4124999999999996,17,1,2010-12-01 14:41:00,2011-09-21 09:54:00
84508B,STRIPES DESIGN TEDDY,145.35,57,2.55,21,1,2010-12-05 11:54:00,2011-11-27 16:27:00
84508C,BLUE CIRCLES DESIGN TEDDY,157.5,57,3.017307692307692,14,2,2010-12-05 12:44:00,2011-11-17 12:59:00
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4193.12,1000,5.176375838926174,103,10,2010-12-01 11:21:00,2011-12-09 10:26:00
84509B,SET OF 4 FAIRY CAKE PLACEMATS,843.34,222,3.977738095238095,37,9,2010-12-01 15:08:00,2011-12-08 20:01:00
84509C,SET OF 4 POLKADOT PLACEMATS ,824.91,174,5.287721518987342,20,4,2010-12-03 11:28:00,2011-12-05 17:24:00
84509E,SET OF 4 CAROUSEL PLACEMATS ,183.45,91,3.5413043478260873,7,2,2010-12-10 09:51:00,2011-12-07 12:55:00
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,965.41,519,3.1501470588235296,42,4,2010-12-02 12:16:00,2011-12-08 15:54:00
84510A,SET OF 4 ENGLISH ROSE COASTERS,1767.05,1254,1.8356643356643356,100,8,2010-12-01 11:21:00,2011-12-09 08:48:00
84510C,SET OF 4 POLKADOT COASTERS,312.53,174,1.9755696202531645,25,1,2010-12-06 16:57:00,2011-12-05 17:24:00
84510E,SET OF 4 GREEN CAROUSEL COASTERS,50.75,35,1.7029411764705882,9,1,2010-12-10 09:51:00,2011-12-06 12:12:00
84519A,TOMATO CHARLIE+LOLA COASTER SET,905.55,512,2.508522727272727,45,5,2010-12-01 09:37:00,2011-12-09 11:34:00
84519B,CARROT CHARLIE+LOLA COASTER SET,774.55,472,2.364609375,63,5,2010-12-02 13:14:00,2011-12-09 11:34:00
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,508.36999999999995,554,1.1018518518518519,51,4,2010-12-01 17:06:00,2011-03-03 16:22:00
84522,PINK PARTY SUNGLASSES,36.76,20,1.8166666666666667,6,1,2010-12-06 12:15:00,2011-11-22 13:25:00
84527,FLAMES SUNGLASSES PINK LENSES,95.1,52,2.145,6,1,2011-01-21 17:14:00,2011-11-25 11:20:00
84531A,PINK KNITTED EGG COSY,76.69,147,0.6940000000000001,24,4,2010-12-05 16:24:00,2011-04-18 13:49:00
84531B,BLUE KNITTED EGG COSY,87.56,156,0.743103448275862,24,5,2010-12-05 16:24:00,2011-04-18 13:49:00
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,54.04,55,1.3225,5,1,2010-12-01 14:32:00,2011-01-20 12:16:00
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,186.56,399,0.6776190476190477,19,1,2011-03-10 15:52:00,2011-05-08 13:32:00
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,850.2,1332,0.9028205128205128,80,7,2010-12-01 14:32:00,2011-12-08 09:28:00
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1420.96,3152,0.540458452722063,140,10,2010-12-01 14:32:00,2011-12-08 15:03:00
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,892.19,2107,0.5567777777777778,74,7,2010-12-01 14:32:00,2011-12-06 16:26:00
84539,KNITTED RABBIT DOLL ,42.9,26,1.65,1,1,2010-12-03 12:01:00,2011-07-10 12:03:00
84548,CROCHET BEAR RED/BLUE  KEYRING,36.3,22,1.65,3,2,2011-03-24 13:16:00,2011-07-08 16:26:00
84549,CROCHET WHITE RABBIT KEYRING ,69.38,38,2.5585714285714287,3,2,2011-03-31 16:43:00,2011-11-08 18:41:00
84550,CROCHET LILAC/RED BEAR KEYRING,1.65,1,1.65,1,1,2011-11-25 14:02:00,2011-11-25 14:02:00
84551,CROCHET DOG KEYRING,21.449999999999996,13,1.65,1,1,2011-06-14 13:15:00,2011-10-06 15:58:00
84558A,3D DOG PICTURE PLAYING CARDS,1025.5700000000002,341,3.263333333333333,49,5,2010-12-01 12:31:00,2011-12-09 10:26:00
84559A,3D SHEET OF DOG STICKERS,423.99,426,1.2454310344827586,34,5,2010-12-01 17:06:00,2011-12-09 10:03:00
84559B,3D SHEET OF CAT STICKERS,255.61999999999998,260,1.1855263157894735,36,4,2010-12-01 17:06:00,2011-11-02 13:50:00
84562A,PINK/WHITE RIBBED MELAMINE JUG,23.85,3,7.95,2,1,2010-12-03 15:19:00,2011-02-20 13:18:00
84563A,PINK & WHITE BREAKFAST TRAY,369.84000000000003,96,4.716285714285714,11,5,2010-12-01 12:49:00,2011-05-17 10:57:00
84563B,BLUE & WHITE BREAKFAST TRAY,358.1,98,3.9382926829268294,18,4,2010-12-05 13:55:00,2011-06-19 12:23:00
84568,GIRLS ALPHABET IRON ON PATCHES ,2923.13,13882,0.38533783783783787,18,4,2010-12-06 09:58:00,2011-12-09 10:03:00
84569A,PACK 3 IRON ON DOG PATCHES,355.84,294,1.2592307692307692,26,6,2010-12-06 12:44:00,2011-12-05 17:28:00
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,119.65,86,1.7365,11,4,2010-12-01 13:04:00,2011-03-22 09:30:00
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,1,1.25,1,1,2011-03-25 13:54:00,2011-03-25 13:54:00
84569D,PACK 6 HEART/ICE-CREAM PATCHES,561.87,468,1.3728282828282827,32,5,2010-12-05 12:43:00,2011-12-09 10:03:00
84575A,PINK DOG CANNISTER,39.3,14,3.95,4,1,2010-12-13 15:16:00,2011-04-19 14:49:00
84576,BLUE CAT BISCUIT BARREL PINK HEART,148.32,66,2.975882352941176,8,1,2011-04-04 16:01:00,2011-07-20 10:08:00
84580,MOUSE TOY WITH PINK T-SHIRT,1486.18,390,3.8623809523809522,91,6,2010-12-01 14:32:00,2011-12-08 09:28:00
84581,DOG TOY WITH PINK CROCHET SKIRT,717.21,189,3.842967032967033,60,6,2010-12-01 14:32:00,2011-12-04 15:35:00
84584,PINK GINGHAM CAT WITH SCARF,314.51,144,2.2963333333333336,18,4,2010-12-13 11:21:00,2011-07-10 13:46:00
84592,CROCHET ROSE PURSE WITH SUEDE BACK,241.24000000000004,76,3.5954545454545457,15,3,2011-01-20 10:47:00,2011-11-30 14:41:00
84593,CROCHET ROSE DES CLOTHES HANGER,14.750000000000002,5,2.95,1,1,2011-03-07 17:30:00,2011-03-07 17:30:00
84595E,LARGE TORTILLA DESIGN RED BOWL,154.67999999999998,78,2.7563636363636363,8,2,2010-12-10 11:33:00,2011-08-02 16:11:00
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2588.0899999999997,5085,0.6280550458715596,189,7,2010-12-06 12:23:00,2011-12-09 10:03:00
84596E,SMALL LICORICE DES PINK BOWL,437.2,575,1.0811627906976744,33,2,2010-12-01 12:43:00,2011-04-01 11:46:00
84596F,SMALL MARSHMALLOWS PINK BOWL,1991.36,3764,0.6793304535637148,166,8,2010-12-05 15:15:00,2011-12-09 10:03:00
84596G,SMALL CHOCOLATES PINK BOWL,957.3,1860,0.63208,84,6,2010-12-05 12:13:00,2011-12-08 15:31:00
84596J,MIXED NUTS LIGHT GREEN BOWL,296.45,568,0.8294117647058823,21,2,2010-12-01 17:06:00,2011-05-23 09:43:00
84596L,BISCUITS SMALL BOWL LIGHT BLUE,632.26,1256,0.7143103448275862,49,3,2010-12-05 15:15:00,2011-09-18 12:21:00
84597B,RETRO BROWN BALL ASHTRAY ,51.25,41,1.25,3,1,2010-12-14 13:35:00,2011-06-19 11:10:00
84597C,RETRO PINK BALL ASHTRAY ,57.5,46,1.25,11,1,2010-12-05 15:12:00,2011-06-02 19:50:00
84598,BOYS ALPHABET IRON ON PATCHES,546.04,1975,0.38494949494949493,5,3,2010-12-01 14:32:00,2011-12-09 10:03:00
84600,NEW BAROQUE JEWELLERY BOX ,446.89,53,9.4516,16,4,2010-12-17 14:49:00,2011-12-08 19:24:00
84609,TALL ROCOCO CANDLE HOLDER,770.59,93,9.6295,16,2,2010-12-01 17:06:00,2011-12-05 16:05:00
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,27.900000000000002,6,4.65,3,2,2010-12-16 12:42:00,2011-02-02 17:06:00
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,1,4.65,1,1,2010-12-08 12:35:00,2010-12-08 12:35:00
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,11.9,2,5.95,1,1,2010-12-03 15:45:00,2010-12-03 15:45:00
84616,SILVER ROCCOCO CHANDELIER,504.32,14,39.39666666666667,6,2,2010-12-14 14:54:00,2011-11-22 08:26:00
84617,NEW BAROQUE BLACK BOXES,38.25,3,12.75,3,2,2011-01-09 15:13:00,2011-11-14 15:41:00
84620,BLUE GINGHAM ROSE CUSHION COVER,11.9,2,5.95,1,1,2010-12-15 14:12:00,2010-12-15 14:12:00
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,605.48,478,2.6080952380952382,24,7,2010-12-01 11:21:00,2011-12-07 15:52:00
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,536.41,449,2.384857142857143,20,5,2010-12-01 11:21:00,2011-10-03 16:04:00
84629,WHITE 3 FRAME BIRDS AND TREE ,150.0,20,10.05,10,2,2011-05-01 13:45:00,2011-07-26 12:00:00
84631,FRUIT TREE AND BIRDS WALL PLAQUE,348.53,41,8.6828,7,2,2010-12-10 13:06:00,2011-06-30 15:56:00
84632,DECORATIVE HANGING SHELVING UNIT,359.70000000000005,6,59.95,5,1,2011-01-25 09:01:00,2011-07-21 18:08:00
84637,KITCHEN FLOWER POTS WALL PLAQUE,619.59,116,5.3020481927710845,11,5,2010-12-06 10:08:00,2011-09-23 14:49:00
84638,SMALL KITCHEN FLOWER POTS PLAQUE,331.5,50,6.668918918918919,11,4,2010-12-10 11:19:00,2011-10-20 12:43:00
84658,WHITE STITCHED CUSHION COVER,426.13,59,7.285,14,2,2010-12-01 17:06:00,2011-12-06 13:20:00
84659A,WHITE TRAVEL ALARM CLOCK,676.27,280,2.4769662921348314,19,2,2010-12-01 17:06:00,2011-11-21 10:35:00
84660A,WHITE STITCHED WALL CLOCK,813.29,847,1.9481818181818182,30,2,2010-12-14 12:59:00,2011-10-03 16:46:00
84660B,BLACK STITCHED WALL CLOCK,749.94,711,2.326279069767442,20,2,2010-12-09 16:31:00,2011-09-07 12:44:00
84660C,PINK STITCHED WALL CLOCK,828.24,679,3.807540983606557,20,2,2010-12-03 11:36:00,2011-09-08 11:56:00
84661A,WHITE SQUARE TABLE CLOCK,172.75,105,2.889047619047619,10,3,2011-01-06 14:27:00,2011-12-08 09:28:00
84661B,BLACK SQUARE TABLE CLOCK,305.2,116,3.4323333333333332,10,3,2010-12-03 11:36:00,2011-12-08 09:28:00
84661C,PINK SQUARE TABLE CLOCK,104.84,71,3.015,5,1,2011-01-10 09:43:00,2011-12-06 13:45:00
84663A,GRASS HOPPER WOODEN WALL CLOCK ,374.12,272,2.9629411764705886,21,5,2010-12-01 17:06:00,2011-11-20 14:04:00
84665,SQUARE CHERRY BLOSSOM CABINET,624.75,105,5.95,14,3,2010-12-07 09:21:00,2011-11-08 13:22:00
84666,SQUARE CHERRY BLOSSOM CABINET,94.80000000000001,24,3.95,4,1,2010-12-14 15:13:00,2011-04-19 14:49:00
84673A,PINK FLY SWAT,63.720000000000006,92,0.7040909090909091,21,1,2010-12-14 16:23:00,2011-11-24 15:02:00
84673B,BLUE FLY SWAT,156.63,179,0.9283333333333333,31,3,2010-12-03 11:36:00,2011-12-05 17:17:00
84674,FLYING PIG WATERING CAN,469.90000000000003,194,3.2540816326530617,31,5,2010-12-02 10:39:00,2011-12-05 17:36:00
84675,FROG KING WATERING CAN,26.55,9,2.95,2,1,2011-01-16 16:25:00,2011-01-17 13:23:00
84678,CLASSICAL ROSE SMALL VASE,247.04,142,2.813846153846154,10,4,2010-12-01 12:12:00,2011-03-23 10:15:00
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,11.95,2,1,2011-06-21 11:47:00,2011-12-06 11:28:00
84683,CLASSICAL ROSE CANDLESTAND,162.20000000000002,194,1.5075,6,2,2010-12-02 14:26:00,2011-05-03 13:52:00
84685,BEACH HUT KEY CABINET,177.33,34,5.938571428571429,6,1,2010-12-01 14:41:00,2011-05-22 11:34:00
84686,BEACH HUT MIRROR,66.39,49,2.9525,7,1,2011-04-04 12:55:00,2011-07-10 16:18:00
84687,BEACH HUT SHELF W 3 DRAWERS,504.43,81,7.804193548387097,16,4,2011-02-23 15:58:00,2011-11-13 16:24:00
84688,BEACH HUT DESIGN BLACKBOARD,203.07,41,6.171333333333333,7,2,2010-12-10 14:59:00,2011-05-12 16:52:00
84689,S/2 BEACH HUT TREASURE CHESTS,9.95,3,3.975,2,1,2011-04-12 12:16:00,2011-05-04 12:29:00
84691,PACK 20 DOLLY PEGS,174.5,242,0.7525,2,1,2011-02-21 10:41:00,2011-05-31 09:38:00
84692,BOX OF 24 COCKTAIL PARASOLS,4329.48,7908,0.6763025210084033,209,9,2010-12-01 13:24:00,2011-12-09 12:31:00
84705C,PINK FLOCK PHOTO FRAME ,15.0,12,1.25,1,1,2011-05-03 13:52:00,2011-05-03 13:52:00
84706D,CHERRY BLOSSOM TABLE CLOCK ,29.599999999999998,8,3.6999999999999997,3,2,2010-12-08 15:59:00,2011-05-22 11:29:00
84706F,RED PEONY TABLE CLOCK,47.2,16,2.95,9,1,2011-07-10 11:19:00,2011-11-27 13:00:00
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,695.23,95,9.787555555555555,21,3,2010-12-06 16:58:00,2011-12-08 15:31:00
84707B,PINK JEWELLED MIRROR TRINKET TRAY,210.54999999999998,34,8.18611111111111,13,3,2010-12-05 16:41:00,2011-12-08 15:54:00
84708B,PINK JEWELLED PHOTO FRAME ,326.35,62,5.931052631578948,13,3,2011-02-02 12:26:00,2011-12-07 13:12:00
84709B,PINK OVAL JEWELLED MIRROR,119.0,20,5.95,11,2,2010-12-01 11:21:00,2011-06-26 13:45:00
84711A,SILVER OVAL SHAPE TRINKET BOX,221.79999999999998,25,8.609411764705882,7,3,2010-12-06 12:06:00,2011-12-04 12:29:00
84711B,PINK OVAL SHAPE TRINKET BOX,186.64,20,8.999230769230769,7,2,2010-12-13 16:46:00,2011-12-07 13:12:00
84712B,PINK JEWELLED PHOTO FRAME,231.56,30,7.6825,9,2,2010-12-06 09:58:00,2011-11-30 17:37:00
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,2.9500000000000006,3,1,2011-01-30 14:05:00,2011-04-13 13:47:00
84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,3.9499999999999997,5,1,2011-02-02 14:37:00,2011-08-08 14:37:00
84725,FREESTYLE CANVAS ART PICTURE,39.65,41,1.2444444444444445,16,1,2010-12-07 12:29:00,2011-09-22 17:19:00
84731,3 BIRDS CANVAS SCREEN,2.04,2,1.02,2,1,2011-04-15 16:11:00,2011-07-31 15:00:00
84732B,CUTE BIRD CEATURE SCREEN,8.58,22,0.39,2,1,2011-07-20 13:06:00,2011-08-18 20:05:00
84732D,CUTE RABBIT CEATURE SCREEN ,4.29,11,0.39,2,1,2011-07-20 13:06:00,2011-08-18 20:05:00
84741C,CITRUS GARLAND FELT FLOWERS ,117.0,60,1.95,14,1,2011-01-07 14:31:00,2011-04-27 14:01:00
84743C,ORANGE FELT VASE + FLOWERS,1.25,1,1.25,1,1,2011-03-31 13:14:00,2011-03-31 13:14:00
84744,S/6 SEW ON CROCHET FLOWERS,140.02,110,1.376,17,5,2010-12-01 11:21:00,2011-11-15 17:26:00
84745A,PINK HANGING GINGHAM EASTER HEN,13.44,32,0.42000000000000004,5,1,2011-01-13 13:36:00,2011-04-27 12:08:00
84745B,BLUE HANGING GINGHAM EASTER HEN,13.44,32,0.42000000000000004,5,1,2011-01-13 13:36:00,2011-04-27 12:08:00
84746,PINK EASTER HENS+FLOWER,38.31,14,2.6033333333333335,1,1,2011-06-29 15:58:00,2011-07-20 16:12:00
84748,FOLK FELT HANGING MULTICOL GARLAND,585.86,208,3.24125,7,1,2010-12-10 09:51:00,2011-11-29 16:33:00
84750A,PINK SMALL GLASS CAKE STAND,46.8,24,1.95,1,1,2011-03-20 10:13:00,2011-03-20 10:13:00
84750B,BLACK SMALL GLASS CAKE STAND,54.99,61,1.17,12,1,2010-12-16 13:21:00,2011-04-19 14:49:00
84751B,BLACK MEDIUM GLASS CAKE STAND,38.69,19,1.7766666666666666,8,1,2010-12-15 13:24:00,2011-04-08 10:20:00
84754,S/15 SILVER GLASS BAUBLES IN BAG,725.52,558,1.7536507936507935,35,1,2010-12-01 12:15:00,2011-09-23 13:11:00
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,10518.25,16449,0.7267993630573248,318,9,2010-12-01 09:53:00,2011-12-09 10:03:00
84760S,SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,43,1.45,8,1,2010-12-01 15:37:00,2011-05-12 20:13:00
84763,ZINC FINISH 15CM PLANTER POTS,748.34,601,1.4157894736842105,39,1,2010-12-02 13:11:00,2011-05-27 14:01:00
84766,SILVER ROCOCO CANDLE STICK,340.7,146,3.3785714285714286,11,1,2010-12-13 15:46:00,2011-11-03 19:28:00
84773,RED ROSE AND LACE C/COVER,8.850000000000001,3,2.95,1,1,2010-12-05 14:25:00,2010-12-05 14:25:00
84789,ENCHANTED BIRD PLANT CAGE,644.47,187,4.033877551020408,33,2,2010-12-06 09:58:00,2011-07-21 14:52:00
84792,ENCHANTED BIRD COATHANGER 5 HOOK,3978.9700000000003,834,5.529590163934427,125,6,2010-12-02 10:09:00,2011-12-08 14:38:00
84795C,OCEAN STRIPE HAMMOCK ,15.9,2,7.95,1,1,2011-01-31 15:27:00,2011-01-31 15:27:00
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,709.2399999999999,78,9.104181818181818,10,2,2010-12-14 15:52:00,2011-12-02 14:26:00
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.5899999999997,256,9.261209677419354,16,4,2011-01-17 17:48:00,2011-11-08 09:29:00
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,58.64999999999999,23,2.55,3,1,2011-03-01 12:46:00,2011-09-28 15:18:00
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,28.049999999999997,11,2.55,2,2,2011-02-14 12:11:00,2011-03-22 13:54:00
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,160.48,224,1.001,9,1,2010-12-10 13:06:00,2011-04-14 10:42:00
84800L,LARGE WHITE/PINK ROSE ART FLOWER,639.36,360,1.9245454545454548,20,4,2010-12-19 14:03:00,2011-06-03 17:07:00
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,174.31,127,1.5372727272727273,11,1,2010-12-19 14:03:00,2011-08-28 12:06:00
84800S,SMALL WHITE/PINK ROSE ART FLOWER,127.57000000000001,113,1.2120000000000002,9,1,2011-01-20 12:04:00,2011-09-11 14:09:00
84801A,PINK HYDRANGEA ART FLOWER,96.60000000000001,46,2.1,5,1,2011-01-20 09:25:00,2011-11-23 11:47:00
84801B,WHITE HYDRANGEA ART FLOWER,46.2,22,2.1,3,1,2011-02-01 12:25:00,2011-04-06 14:23:00
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,3.38,2,1.69,1,1,2010-12-19 14:03:00,2010-12-19 14:03:00
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,6.76,4,1.69,1,1,2011-03-01 12:46:00,2011-03-01 12:46:00
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,5.07,3,1.69,0,1,2011-02-14 12:11:00,2011-02-14 12:11:00
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,28.73,17,1.69,3,1,2011-03-01 12:46:00,2011-08-10 13:41:00
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,180.58,70,2.68,8,1,2010-12-19 14:03:00,2011-12-06 11:28:00
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,188.37000000000003,99,2.23,6,2,2011-05-19 09:38:00,2011-12-07 15:16:00
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,60.0,32,2.5,3,1,2011-02-01 12:25:00,2011-12-06 11:28:00
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,2.0833333333333335,3,2,2011-09-16 14:04:00,2011-12-07 15:16:00
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,1.0645454545454545,11,3,2010-12-19 14:03:00,2011-12-07 15:16:00
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,411.55999999999995,308,1.387,18,3,2011-01-17 14:40:00,2011-12-06 11:28:00
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,115.50000000000001,55,2.1,5,2,2010-12-05 16:24:00,2011-06-01 17:18:00
84809B,PINK CHRYSANTHEMUMS ART FLOWER,37.800000000000004,18,2.1,1,1,2011-02-25 10:53:00,2011-02-25 10:53:00
84813,SET OF 4 DIAMOND NAPKIN RINGS,1393.79,166,10.532105263157895,20,2,2010-12-06 09:58:00,2011-12-06 15:10:00
